pc4,stedelijkheid,mgr_mean,PercentageTrees,PercentageBushes,PercentageGrass
6616,5,4.05668546,41.1,9.49,49.17
6617,5,3.612728339,37.07,9.72,51.99
6621,5,3.640693516,28.09,9.45,59.01
6624,5,3.796398399,28.57,11.32,55.58
6626,5,3.50032249,24.12,7.86,63.48
6627,5,3.496189202,26.1,9.24,60.9
6628,5,3.676966717,30.4,7.11,60.55
6629,5,3.528670635,29.46,9.78,56.76
6631,5,3.681395719,33.88,8.18,53.81
6634,5,3.501530056,24.45,8.78,58.89
6641,3,4.281525238,26.71,8.86,55.72
6642,3,4.537242547,16.18,8.88,48.07
6644,5,4.615095525,27.72,8.75,59.81
6645,5,4.225770002,27.83,8.35,60.2
6651,3,3.812509645,27.79,9.21,50.75
6652,4,4.060113465,14.5,8.92,46.71
6653,5,3.940550095,29.64,9.34,56.42
6654,5,4.108752854,27.89,9.15,64.22
6655,4,4.300011085,22.68,8.54,59.02
6657,5,4.058450783,24.23,9.11,60.01
6658,4,4.140610529,23.46,8.81,56.37
6659,5,3.866840325,29.83,8.42,60.64
6661,3,3.993745362,25.09,8.47,58.74
6662,3,4.655850397,19.9,8.95,54.54
6663,3,4.85192187,14.92,8.4,57.19
6665,5,3.817208441,19.25,8.68,59.46
6666,4,4.235002734,27.13,9.22,53.39
6668,5,3.641131265,23.68,7.77,57.39
6669,5,4.279746805,24.44,7.41,53.5
6671,4,4.168482114,25.05,8.53,50.38
6672,5,3.986972985,46.6,7.73,43.83
6673,5,4.213761582,18.8,7.65,55.49
6674,5,4.682416414,20.35,8.64,57.95
6675,5,4.83936471,18.3,8.64,64.13
6676,5,4.376204151,20.66,6.51,60.46
6677,5,4.218251218,33.67,8.95,58.01
6678,4,4.244414848,21.29,8.47,65.87
6681,4,4.131737475,21.67,9.18,57.54
6684,5,4.957557528,35.89,9.84,57.66
6685,5,3.974126846,25.69,9.78,62.48
6686,5,3.594550537,22.88,9.54,66.17
6687,5,3.844034607,21.55,7.76,60.52
6691,4,3.632805759,24.46,8.42,60.74
6701,2,3.698199528,29.86,12.07,54.4
6702,2,4.004586857,28.61,9.48,57.62
6703,3,4.09084463,45.33,9.83,36.98
6704,4,3.761832992,62.68,8.24,36.06
6705,5,3.606872084,62.45,8.19,29.8
6706,2,4.26269812,28.05,9.14,33.17
6707,1,4.109102218,21.81,8.8,28.94
6708,2,4.012044921,30.03,9.08,43.99
6709,2,3.720994943,24.81,7.02,66.25
6711,2,3.977921246,55.35,7.52,27.37
6712,1,4.48813854,25.27,8.51,30.2
6713,1,4.404821466,25.08,8.09,25.57
6714,1,4.521012253,29.05,7.55,31.55
6715,2,4.587061655,32.43,8.97,36.7
6716,3,5.352425419,26.88,8.16,33.65
6717,2,4.628306531,35.47,7.23,29.93
6718,4,3.989178369,59.79,7.09,36.02
6721,3,4.076168468,53.49,8.16,37.59
6731,5,3.251525236,59.8,7.09,31.18
6732,5,3.275228495,61.42,6.95,31.74
6733,5,3.554686432,58.3,6.72,31.42
6741,4,4.034997353,45.63,7.55,42.27
6744,5,4.083291655,25.67,7.84,58.67
6745,5,5.149164318,28.65,7.83,59.87
6811,1,5.100905662,25.97,6.16,24.04
6812,3,4.421288608,39.47,8.37,38.1
6813,3,4.145614055,47.95,7.99,32.76
6814,2,4.152777713,53.82,7.3,30.26
6815,4,3.987063752,52.52,7.31,35.26
6816,5,4.191856144,58.45,8.44,35.32
6821,1,4.292762052,40.61,8.88,32.99
6822,1,4.249568347,39.87,7.32,38.92
6823,2,4.388416555,38.62,8.91,35.72
6824,1,4.628775315,36.0,8.91,33.64
6825,2,5.351798908,27.62,8.17,43.92
6826,2,5.074061014,30.52,6.94,35.59
6827,2,5.389933742,25.01,7.94,39.58
6828,1,4.90642952,24.36,8.68,28.86
6831,2,5.688655536,21.34,7.93,37.59
6832,2,4.803772978,26.68,7.23,36.7
6833,2,4.6026678,23.3,6.66,55.6
6834,3,4.862032967,28.94,8.47,45.01
6835,2,4.337282268,31.26,9.82,40.49
6836,3,4.335941662,27.76,9.78,42.85
6841,2,4.385176843,30.95,9.24,64.04
6842,3,4.861952463,26.81,8.74,48.99
6843,2,4.286526519,27.99,9.03,36.65
6844,2,4.15916258,23.86,9.19,37.9
6845,2,4.906201512,27.04,9.01,36.28
6846,3,4.054257896,13.88,7.9,49.96
6851,3,3.981345643,22.76,9.71,52.54
6852,2,3.959774308,20.81,9.0,44.11
6861,4,3.84868487,53.87,7.85,33.61
6862,3,3.82752822,50.66,8.29,40.03
6865,4,3.937776905,61.46,8.23,31.36
6866,4,4.582911215,49.56,8.83,40.42
6869,5,3.475633533,55.34,9.68,30.06
6871,3,3.790182628,53.06,8.64,46.07
6874,5,4.266709247,57.52,8.5,36.64
6877,5,3.176467998,59.72,6.83,38.38
6881,2,3.699893567,56.51,7.64,30.67
6882,1,4.399155109,26.0,8.19,31.3
6883,2,4.777831668,29.91,8.32,50.92
6891,4,3.520520313,65.77,6.52,27.22
6901,2,4.244119337,28.0,8.19,35.55
6902,4,4.854276498,33.24,7.78,49.62
6903,2,4.209668004,24.32,8.74,45.49
6904,2,4.029263627,24.12,8.56,38.7
6905,4,3.969121297,22.44,8.9,56.46
6909,5,4.276490196,36.15,8.31,49.4
6911,5,3.514052693,30.19,10.0,63.87
6913,5,3.450389268,22.73,10.37,68.2
6914,5,3.46323521,26.84,8.92,56.07
6915,4,3.517572511,23.15,7.97,45.54
6916,5,3.525296023,29.39,9.13,52.75
6917,5,3.463129833,28.29,11.66,49.7
6921,3,4.553397209,24.06,8.78,48.88
6922,3,3.880856861,23.53,10.5,43.43
6923,5,3.706560124,21.57,9.02,63.07
6924,5,3.515351188,25.94,8.83,72.02
6931,3,4.411212118,23.75,9.85,49.61
6932,3,3.866389857,19.58,8.17,41.97
6941,4,3.708275488,31.15,8.52,55.26
6942,3,4.296363005,28.13,8.4,51.74
6951,3,4.112962214,27.97,8.18,31.96
6952,3,3.346387878,64.53,7.32,24.69
6953,4,4.294637848,31.12,9.11,48.87
6955,5,3.906479443,61.04,7.64,31.36
6956,4,3.89711202,42.21,7.59,58.56
6957,5,3.111873051,68.36,5.91,24.8
6961,4,3.274552351,63.16,6.61,26.07
6964,5,3.398481813,47.32,8.41,46.18
6971,4,3.602610945,41.03,9.23,52.89
6974,5,3.623542037,52.34,8.68,39.64
6975,5,3.221885251,41.03,9.16,53.5
6981,4,4.179205128,30.48,8.43,36.14
6982,4,4.033150668,29.34,9.59,44.06
6983,4,4.052046248,25.91,9.04,39.77
6984,5,3.601461175,30.91,9.45,58.24
6986,5,3.563484633,38.72,8.21,48.72
6987,5,3.835687526,28.42,9.06,48.8
6988,5,4.075354354,26.87,9.04,53.31
6991,3,3.845786376,50.62,7.73,46.87
6994,5,3.550510719,67.91,6.61,26.87
6996,5,3.478563212,40.35,8.55,49.87
6997,5,3.607117027,49.5,8.17,48.98
6998,5,3.418670285,42.41,9.39,47.59
6999,5,3.433232217,50.6,8.25,41.89
7001,2,4.349051604,25.39,8.04,30.08
7002,3,3.644872759,40.27,8.26,40.16
7003,3,3.878047838,23.96,8.7,34.68
7004,5,3.641282806,52.87,7.89,42.2
7005,3,4.889626736,30.39,7.3,40.01
7006,3,4.023428833,29.32,9.59,43.15
7007,3,4.464679225,21.79,8.72,48.86
7008,4,4.193149437,30.33,8.53,44.7
7009,3,3.559364006,43.47,8.64,41.78
7011,4,3.766719855,35.32,9.58,50.4
7021,4,3.453960163,44.85,8.05,46.12
7025,5,3.272433711,36.9,7.95,53.19
7031,4,3.849248128,38.65,8.37,49.09
7035,5,3.731637841,55.69,7.67,38.21
7036,5,3.538320325,62.84,6.75,34.02
7037,5,3.562498283,60.95,7.3,35.19
7038,5,3.661609828,59.75,7.83,34.0
7039,5,3.254664437,50.04,8.56,44.99
7041,4,3.874383067,40.61,8.55,37.58
7044,4,3.657061869,41.8,8.81,53.23
7045,5,3.598626276,31.24,8.54,53.49
7046,5,3.383241877,21.66,6.98,61.22
7047,5,3.689281117,38.29,8.56,51.53
7048,5,3.872967229,36.98,7.72,57.69
7051,4,4.098868521,36.03,8.72,46.88
7054,5,3.659117765,45.07,7.88,49.32
7055,5,3.551366676,39.74,7.8,52.64
7061,4,3.786927744,40.64,8.85,43.07
7064,4,3.533760742,29.5,8.54,53.63
7065,5,3.335159415,44.6,7.45,48.4
7071,3,4.051079737,23.26,9.8,46.48
7075,5,3.762271176,28.89,8.71,58.39
7076,5,3.721860102,22.8,8.63,61.06
7077,5,3.276854442,23.01,9.24,57.17
7078,5,3.230711265,33.76,9.15,53.0
7081,4,3.340465246,27.76,9.21,50.87
7083,5,3.298556844,41.31,8.47,54.67
7084,5,3.493826147,41.91,8.41,52.01
7091,4,3.672955915,25.48,8.76,47.64
7095,5,3.320795894,38.25,8.67,56.83
7101,2,3.585263021,36.16,8.28,40.31
7102,3,3.714831248,47.65,8.67,40.94
7103,3,3.484931661,37.41,8.03,38.27
7104,5,3.237609678,48.37,8.37,42.33
7105,5,3.155097235,52.17,7.31,39.26
7106,5,3.042486885,61.57,6.56,30.46
7107,5,3.192643499,49.39,7.81,48.64
7108,5,3.113645685,57.63,7.51,35.86
7109,5,3.49292403,49.36,7.6,42.68
7113,5,3.154596654,52.0,8.1,44.84
7115,5,3.321159798,53.11,8.02,38.21
7119,5,3.205794136,41.86,12.99,54.37
7121,4,3.490690552,44.09,7.83,45.92
7122,4,3.557608438,41.6,7.73,47.91
7123,4,4.095083376,31.9,8.55,42.94
7126,5,3.629750504,29.32,8.25,53.1
7131,4,3.803920773,31.64,7.82,44.15
7132,4,3.592319131,17.5,8.6,43.61
7134,5,3.344064271,43.52,9.35,51.02
7135,5,3.435743383,36.91,7.3,50.46
7136,5,3.276993225,34.47,7.85,54.82
7137,5,3.484441093,43.85,8.19,49.99
7141,4,3.760721795,32.5,8.39,46.58
7142,5,3.359033954,47.56,7.58,38.75
7151,3,3.519107471,41.57,8.08,45.19
7152,4,3.235771957,48.08,8.05,42.38
7156,5,3.346636905,39.35,7.65,48.72
7157,5,3.123377031,48.46,7.81,40.38
7161,4,3.364834199,45.89,8.1,43.07
7165,5,3.21996138,52.83,7.38,45.13
7201,2,4.318635726,26.47,8.47,31.86
7202,3,4.317829258,21.91,7.97,50.46
7203,3,3.934970981,31.58,8.67,43.19
7204,2,4.117319842,27.6,8.21,40.13
7205,4,3.894778511,26.36,11.48,58.27
7206,3,3.925790225,26.71,9.97,41.26
7207,3,3.815803602,33.34,9.33,47.61
7211,5,3.534971078,49.7,8.06,43.34
7213,5,3.327160924,53.08,7.66,39.89
7214,5,3.772884698,57.11,7.3,35.01
7215,5,3.38447815,61.08,7.15,31.57
7216,5,3.376379706,53.62,7.34,34.53
7217,5,3.179049481,52.21,7.47,41.94
7218,5,3.275147052,53.75,7.3,39.36
7221,5,3.299167642,28.23,9.01,57.15
7223,5,3.366657866,41.44,8.14,44.76
7224,5,3.321046137,20.57,7.38,63.98
7225,5,3.349090874,28.79,10.19,54.16
7226,5,3.289476258,33.38,8.76,55.27
7227,5,3.320979106,31.82,8.08,57.57
7231,3,3.658082767,55.76,7.95,35.54
7232,3,3.640573133,17.61,9.63,34.65
7233,5,3.286950127,52.0,7.62,42.74
7234,5,3.285721921,39.33,8.21,51.3
7241,4,3.409666445,54.85,7.42,37.14
7242,3,3.572396319,28.98,8.5,29.7
7244,5,3.199859758,51.47,7.84,44.05
7245,5,3.385022445,50.84,7.14,39.26
7251,5,3.294578288,57.12,7.57,36.07
7255,5,3.25834906,49.3,7.87,42.84
7256,5,3.430865018,29.75,8.15,54.85
7261,4,3.373600599,48.6,8.22,39.59
7263,5,3.215803277,36.61,7.84,52.8
7271,4,3.441160706,46.49,8.19,37.71
7273,5,3.312375789,49.31,7.89,40.1
7274,5,3.395454432,43.12,7.78,46.11
7275,5,3.122458319,39.99,8.25,48.38
7311,1,4.586698169,22.1,7.53,28.67
7312,2,3.982777698,47.66,8.73,36.11
7313,4,3.448734305,64.01,7.75,28.39
7314,2,3.958592317,33.34,8.9,33.82
7315,2,3.599071295,57.91,7.36,34.16
7316,2,4.164614622,32.07,8.3,41.07
7317,3,5.10680292,33.27,7.01,33.83
7321,2,4.951518945,17.66,8.05,33.75
7322,2,4.300523435,29.27,7.93,30.71
7323,2,4.178189781,26.72,7.64,45.31
7324,4,4.640117381,13.1,5.33,47.4
7325,2,4.541852871,40.77,7.81,40.51
7326,2,4.487109406,31.38,8.72,35.72
7327,3,4.895896627,32.88,8.3,32.4
7328,2,5.055208868,31.59,7.86,27.78
7329,2,4.314705917,34.46,8.3,37.25
7331,1,4.633302523,22.34,7.6,29.71
7332,2,6.706346926,34.81,6.13,27.23
7333,2,5.773201579,35.1,7.0,37.54
7334,2,5.04419012,52.73,8.25,34.32
7335,2,4.584726179,24.98,8.72,38.47
7336,2,6.165083099,40.68,7.85,42.93
7339,4,3.750621847,64.33,7.61,29.38
7341,5,4.048567422,30.28,8.08,59.02
7345,5,3.249160066,58.01,7.19,39.03
7346,5,3.377736901,63.46,7.2,39.81
7348,5,3.389551685,59.34,8.56,48.28
7351,5,3.275522413,63.51,7.49,28.07
7352,5,3.178503983,57.52,8.3,34.4
7361,5,3.849992422,61.68,7.71,29.94
7364,5,4.120033021,48.5,8.31,45.09
7371,5,3.409989556,58.93,7.18,36.29
7381,5,4.213877002,33.47,8.68,55.11
7382,5,3.48791596,48.56,8.25,42.79
7383,5,3.365113398,48.7,8.37,44.07
7384,5,3.963086788,38.3,8.06,51.21
7391,4,3.74124683,38.9,8.85,42.73
7392,5,3.404756783,26.31,9.36,57.3
7395,5,3.581645288,32.63,8.55,52.02
7396,5,3.338717585,29.2,8.73,56.63
7397,5,3.227185064,30.37,9.06,58.16
7399,5,3.216911092,38.5,8.23,54.64
7411,1,4.836732458,27.66,7.34,26.14
7412,2,3.792540658,25.37,8.06,37.49
7413,1,4.248259252,31.1,8.11,26.98
7414,2,3.799084575,37.46,8.36,40.54
7415,2,3.98261935,32.76,7.01,42.34
7416,2,4.285940538,37.2,8.27,44.53
7417,2,4.99838136,24.41,6.13,36.42
7418,4,5.293539478,29.85,8.07,42.05
7419,3,4.397788363,28.69,8.16,51.97
7421,3,4.436905668,25.05,9.42,36.25
7422,2,4.789677164,26.13,9.32,35.17
7423,2,4.276140754,26.42,8.99,36.72
7424,3,3.954030685,20.46,6.82,43.44
7425,3,3.815989173,21.29,9.09,46.42
7426,5,3.806624156,47.67,8.98,54.28
7427,5,4.221254796,55.32,6.64,31.6
7428,5,4.315851963,50.76,6.98,48.71
7429,3,4.358653466,43.96,7.56,41.41
7431,4,3.425737741,49.83,8.02,43.22
7433,4,3.411122479,50.17,7.45,39.69
7434,5,3.309256452,56.62,7.66,34.36
7435,5,3.106192568,53.55,6.37,35.32
7437,5,3.910782644,46.47,7.49,40.95
7439,4,4.605518708,30.67,10.28,53.53
7441,3,3.142639374,51.94,7.8,50.71
7442,3,3.966490692,31.71,7.62,35.25
7443,4,3.607210604,41.9,8.51,42.0
7447,5,3.17660735,52.58,7.86,33.93
7448,5,3.206285068,55.01,7.4,50.15
7451,5,3.547915104,54.92,7.38,36.74
7461,3,4.121204534,50.95,7.7,34.93
7462,2,3.765697354,44.06,7.79,45.61
7463,4,4.085618101,16.04,7.02,37.63
7466,5,3.503850155,36.42,7.78,52.23
7467,5,3.492654686,52.84,7.0,38.6
7468,4,3.891970302,36.32,7.91,51.92
7471,4,3.898933657,33.8,7.83,40.55
7472,5,4.419488754,38.5,9.33,50.74
7475,5,3.425359351,50.43,7.97,40.82
7478,5,3.260007174,49.3,7.74,40.22
7481,3,3.165762324,51.04,8.57,45.8
7482,3,3.509599607,42.5,7.45,42.18
7483,3,4.037926876,21.11,7.98,36.43
7491,4,3.995225517,42.13,8.02,38.35
7495,5,3.584518815,55.85,7.94,35.54
7496,5,3.556827276,43.81,6.94,41.32
7497,5,3.328227853,51.16,6.7,39.49
7511,1,4.160064174,23.31,6.59,26.33
7512,1,4.278275126,15.87,6.87,20.14
7513,1,4.524720491,26.42,7.79,29.02
7514,1,4.618627881,24.72,7.49,24.27
7521,2,4.535136785,36.96,7.88,33.98
7522,3,3.66421916,59.72,7.21,31.34
7523,2,3.934097984,30.67,7.68,30.71
7524,5,3.475813639,52.9,8.14,49.41
7525,5,3.402066657,58.05,7.23,37.67
7531,2,3.680672497,43.03,8.62,32.52
7532,4,3.500567279,50.52,8.33,34.62
7533,1,4.018845824,33.13,7.73,31.44
7534,3,3.674495413,38.25,8.95,42.27
7535,2,3.695549699,42.02,8.2,39.73
7536,5,3.156196488,49.6,9.15,53.42
7541,2,4.052374561,27.91,8.55,45.04
7542,3,3.391628201,51.95,7.4,30.05
7543,1,4.339517466,30.78,7.9,35.97
7544,2,3.453003297,46.08,7.63,36.31
7545,1,4.498758252,27.61,7.31,32.99
7546,3,3.395359622,48.29,8.51,37.34
7547,4,4.545330356,47.38,8.2,41.67
7548,5,3.759144447,52.89,7.55,40.42
7551,1,4.763444333,21.58,7.65,25.01
7552,2,3.972090724,42.11,7.52,38.38
7553,2,4.53977482,21.92,7.71,29.62
7554,5,3.777276021,54.76,8.61,38.81
7555,2,4.684990497,37.27,8.96,39.56
7556,2,4.708208286,34.33,7.49,37.18
7557,2,4.285778143,23.88,7.84,32.52
7558,3,4.24472431,35.66,8.28,35.52
7559,4,4.094131396,31.84,8.09,43.93
7561,5,3.732558687,52.4,8.46,40.44
7562,5,3.877627184,51.84,8.7,37.49
7571,2,3.894529593,21.94,6.86,21.34
7572,2,4.399382371,29.07,8.16,36.73
7573,2,3.82023235,39.89,7.93,33.73
7574,4,3.93527542,44.23,7.68,35.58
7575,4,4.863751048,36.5,8.46,36.59
7576,3,3.561631008,46.96,8.38,35.16
7577,3,3.712560701,33.06,8.09,38.49
7581,3,3.367236306,47.92,7.75,34.54
7582,3,3.37444878,46.37,7.47,34.65
7585,5,3.341094569,40.45,6.93,43.41
7586,5,3.229666995,41.13,7.37,39.09
7587,5,3.498564758,56.63,7.83,34.26
7588,5,3.106352681,53.48,7.04,38.72
7591,4,3.183077993,44.24,7.8,36.93
7595,5,3.357205058,46.05,7.87,40.46
7596,5,3.115735242,51.38,8.47,35.78
7597,5,3.132429162,48.45,7.95,38.28
7601,2,4.377568587,35.41,7.85,37.81
7602,3,4.695488009,34.98,7.93,38.63
7603,3,3.680064365,31.46,7.67,36.98
7604,3,4.512619568,40.65,7.75,41.08
7605,1,4.131834705,22.11,7.01,28.71
7606,2,4.162218786,30.41,7.01,35.98
7607,2,3.513964785,48.95,7.05,30.79
7608,3,3.627302663,29.17,7.85,37.43
7609,3,4.304659188,39.49,7.96,37.84
7610,5,3.897371538,35.86,5.53,39.92
7611,5,4.314607421,30.19,8.52,43.59
7614,5,3.519710554,28.88,7.23,41.68
7615,5,3.450505572,34.87,7.08,44.95
7621,3,4.786455552,41.22,8.99,39.76
7622,2,4.28198472,29.15,8.06,31.11
7623,3,3.719032365,30.34,8.4,42.77
7625,5,3.713388749,41.97,8.16,46.97
7626,5,3.242246281,46.15,7.92,43.84
7627,5,4.031391031,47.63,7.65,40.79
7631,4,3.511644399,32.72,7.97,37.96
7634,5,3.133250177,45.28,7.47,37.66
7635,5,2.97461046,44.48,7.63,42.52
7636,5,3.169595747,50.63,7.76,33.24
7637,5,3.056922775,52.47,7.46,35.93
7638,5,3.143007622,57.39,6.7,32.66
7641,4,3.550097301,38.04,8.28,59.12
7642,4,3.885701257,38.2,8.29,47.67
7645,5,3.183728847,47.4,8.64,42.64
7651,4,3.443521663,45.09,7.27,34.93
7661,5,3.194770268,55.23,7.27,33.24
7662,5,2.92309666,57.91,7.44,41.44
7663,5,3.038300514,49.16,8.86,39.62
7664,5,3.093300619,41.46,7.9,36.28
7665,5,3.331471013,43.09,6.86,39.5
7666,5,3.469636152,47.9,7.37,41.17
7667,5,3.318112936,47.44,7.47,36.26
7668,5,3.08893134,52.44,8.53,32.39
7671,4,3.432657012,38.5,8.23,57.93
7672,4,3.64229109,23.41,6.58,29.01
7675,5,3.275765612,53.03,9.02,49.27
7676,5,3.465361966,34.98,7.82,37.92
7678,5,3.277431441,39.54,6.58,38.69
7679,5,3.320429289,37.24,7.24,38.28
7681,4,3.35383494,34.61,7.15,40.1
7683,5,3.254708547,41.78,7.4,41.74
7685,5,3.470527886,40.35,7.0,45.29
7686,5,3.383337501,33.03,7.91,47.9
7687,5,3.362280723,31.88,7.36,47.11
7688,5,3.222493494,45.04,8.12,37.94
7691,5,3.383696764,45.46,7.81,37.46
7692,5,3.507972121,38.84,7.85,37.9
7693,5,3.397733206,42.13,9.02,39.08
7694,5,3.21173984,39.78,8.94,39.68
7695,5,3.105428526,41.49,8.21,42.42
7696,5,3.609928368,45.05,8.02,37.94
7701,4,3.30231344,37.13,8.18,39.29
7702,4,3.218020449,34.59,11.96,38.51
7705,5,3.355386521,36.81,6.92,48.3
7707,5,3.293357422,47.62,8.26,36.74
7711,5,3.512006817,31.53,6.75,45.64
7715,5,3.184895761,59.29,6.98,30.56
7721,4,3.41916189,26.92,8.1,30.26
7722,5,3.2715568,54.98,6.47,33.06
7731,4,3.244118958,60.39,7.08,27.89
7732,5,3.209435806,30.33,8.44,44.76
7734,5,3.154555684,57.41,8.4,30.61
7735,5,3.191669074,55.33,7.58,35.88
7736,5,3.161770082,55.76,8.09,35.66
7737,5,3.172285276,59.15,7.83,32.89
7738,5,3.163331451,45.95,8.59,40.67
7739,5,3.19466229,41.03,7.46,41.64
7741,4,3.643362618,31.76,7.86,42.38
7742,4,3.264705956,36.79,7.98,40.3
7751,5,3.290330419,38.83,7.75,48.24
7753,5,2.970124694,44.04,9.93,52.08
7754,5,3.6627593,42.41,7.87,54.91
7755,5,2.932685047,49.43,11.3,42.81
7756,5,3.210272488,36.82,8.32,43.2
7761,5,3.265221091,38.8,9.05,44.07
7764,5,3.468016235,44.31,8.49,41.05
7765,5,2.962834825,35.79,9.35,56.69
7766,5,3.027716687,36.35,8.28,51.79
7771,4,3.698041594,39.14,7.84,39.46
7772,4,3.761324526,27.67,7.57,30.57
7773,4,3.870595002,17.31,6.64,30.81
7775,5,3.269924636,34.51,7.13,39.81
7776,5,3.458294331,34.48,7.3,42.57
7777,5,3.198024121,43.72,7.86,46.61
7778,5,3.325576377,44.1,8.06,42.81
7779,5,3.506134945,49.1,9.34,36.85
7781,5,3.236131869,39.09,6.69,49.72
7782,5,3.077021924,37.69,8.84,45.43
7783,5,3.546225145,30.85,8.18,33.84
7784,5,3.528880962,36.68,6.17,40.18
7785,5,3.80155027,62.63,7.04,30.27
7786,5,3.043166527,45.65,6.63,36.58
7787,5,3.06965425,38.4,7.48,42.61
7788,5,3.160535309,35.54,6.48,50.14
7791,5,2.992596851,38.91,7.01,44.46
7792,5,3.071969578,35.85,7.63,53.03
7793,5,3.125827249,34.18,8.06,39.51
7794,5,3.08900285,54.44,7.85,30.84
7795,5,3.297856421,62.73,7.17,26.76
7796,5,3.268203175,41.07,6.86,42.82
7797,5,3.250597216,54.02,8.59,34.92
7798,5,3.343521285,46.52,8.43,36.49
7811,2,4.304113055,30.88,7.04,34.36
7812,3,3.984226264,34.85,8.06,39.92
7813,5,3.686177306,31.4,7.52,48.76
7814,5,3.289665695,55.92,8.4,37.98
7815,3,3.300829777,48.81,8.11,31.59
7821,4,5.826457619,33.69,7.72,38.89
7822,3,3.736013979,50.96,7.8,29.33
7823,3,3.690695928,45.83,8.23,34.88
7824,3,3.910809648,46.65,7.85,34.47
7825,5,4.517504843,39.39,9.53,45.33
7826,5,3.745039514,32.86,8.45,38.57
7827,4,3.587000242,28.21,8.41,36.8
7828,5,3.244534578,26.67,9.94,52.48
7831,5,3.344073819,34.16,7.65,48.55
7833,4,3.644701991,36.77,8.8,43.04
7841,5,3.007117933,43.53,8.61,42.26
7842,5,3.050311482,44.47,7.12,46.98
7843,5,3.503409006,45.37,8.07,45.12
7844,4,3.751005934,40.03,7.42,47.17
7845,5,3.523381154,50.54,8.79,47.97
7846,5,3.225307589,56.28,8.34,35.52
7847,5,2.851721728,47.41,13.06,36.05
7848,5,2.829664436,53.77,8.01,35.07
7849,5,2.80252173,56.83,7.55,35.49
7851,5,3.020772174,54.07,7.98,37.02
7852,5,2.919895929,53.1,7.49,36.08
7853,5,2.734832984,59.42,7.61,35.18
7854,5,3.020216831,44.97,8.72,45.01
7855,5,2.824943002,54.78,8.75,35.57
7856,5,3.030988909,40.37,7.81,56.33
7858,5,2.67390676,48.72,10.39,40.29
7859,5,2.834128485,30.75,6.71,55.74
7861,5,3.085123423,47.86,8.09,41.87
7863,5,3.04001985,51.9,8.41,42.82
7864,5,3.412675584,48.97,8.75,48.61
7871,5,3.253793454,42.96,9.11,43.61
7872,5,2.848825273,56.24,8.54,36.21
7873,5,3.086047174,64.46,6.68,24.67
7874,5,2.899511617,56.88,7.59,31.75
7875,5,2.806979655,58.73,7.54,40.18
7876,5,2.838861771,39.84,8.09,44.89
7877,5,3.182280293,39.77,7.3,48.96
7881,5,3.145874719,36.32,9.18,45.6
7884,5,3.052071654,34.11,9.52,47.34
7885,5,3.586397795,34.51,12.27,45.79
7887,5,3.257640672,34.03,8.83,47.92
7889,5,3.05893633,46.03,11.38,42.96
7891,4,3.284078805,36.71,9.95,48.35
7892,5,3.771197833,18.81,7.92,46.83
7894,5,2.935948125,23.4,10.28,64.2
7895,5,3.413580463,38.98,9.19,50.16
7901,2,4.787243664,23.95,8.03,39.43
7902,2,4.427421312,25.21,7.69,39.75
7903,4,5.342123208,28.37,8.23,47.79
7904,3,4.30302765,21.43,7.27,34.46
7905,3,4.299667903,27.86,8.12,46.44
7906,2,4.239381138,27.78,6.56,34.96
7907,2,4.30327109,37.38,9.21,44.52
7908,3,4.191711848,24.95,8.72,41.12
7909,3,3.830363723,36.31,8.82,42.09
7910,5,3.012362199,43.99,8.27,43.71
7911,5,3.656304905,47.18,8.79,46.24
7912,5,3.200259223,40.33,8.86,46.92
7913,5,3.339193165,50.64,8.65,41.8
7914,5,4.263509057,31.37,8.86,50.59
7915,5,3.058645998,43.69,7.49,50.66
7916,5,3.015264462,48.12,8.57,42.11
7917,5,3.102158823,47.28,8.83,43.46
7918,5,3.169860458,39.6,12.87,47.75
7921,4,3.513805267,49.82,9.22,39.35
7924,5,3.492549184,40.07,8.16,44.93
7925,5,3.231457683,44.39,9.02,43.06
7926,5,3.115821723,43.72,7.24,44.53
7927,5,3.284050487,35.41,7.98,43.94
7928,5,3.215670254,50.73,11.31,31.61
7929,5,3.208517655,52.62,6.47,45.81
7931,5,3.590376577,54.49,7.33,39.96
7932,5,3.084412177,58.02,8.53,35.6
7933,5,3.35272589,47.23,9.05,39.51
7934,5,3.50250268,47.13,7.99,48.6
7935,5,3.485874601,44.95,6.79,46.99
7936,5,3.225209721,50.38,8.54,49.04
7937,5,3.005362167,37.33,8.85,55.22
7938,5,2.955869905,38.72,11.21,60.41
7941,2,4.452629163,25.7,6.46,20.53
7942,3,4.194945497,29.4,7.52,46.09
7943,4,4.372460233,30.62,9.0,38.75
7944,3,4.369021237,25.96,7.41,26.3
7946,5,3.092720143,31.51,13.41,60.63
7948,5,3.253347035,28.38,7.76,55.02
7949,5,4.796243146,36.77,8.63,31.39
7951,5,3.513572059,36.39,7.41,43.16
7954,5,3.470411645,24.13,9.02,57.34
7955,5,2.963652889,53.03,8.33,39.92
7957,5,3.709482202,40.9,7.76,35.19
7958,5,3.311487828,40.8,8.48,47.14
7961,5,3.133294703,33.34,8.41,56.46
7963,5,3.020485481,46.94,8.49,47.32
7964,5,2.868136144,56.65,8.6,38.21
7965,5,3.656222883,45.95,7.4,43.28
7966,5,3.952121257,50.89,7.39,28.8
7971,5,3.231779002,44.93,8.41,46.89
