pc4,stedelijkheid,mgr_mean,PercentageTrees,PercentageBushes,PercentageGrass
3791,5,3.644255724,29.4,8.51,62.39
3792,5,3.680974641,41.25,6.8,49.86
3794,5,3.758426131,37.69,7.56,51.36
3811,1,5.712684419,24.82,7.99,35.76
3812,2,6.753229648,22.92,8.65,39.31
3813,1,5.557803639,22.9,9.77,43.28
3814,1,5.038410762,18.23,8.21,42.69
3815,1,5.014495816,29.33,9.78,45.07
3816,1,4.877839143,27.68,10.14,49.72
3817,1,5.220432079,42.55,9.94,39.02
3818,2,4.991207351,48.42,9.69,40.84
3819,4,5.855957071,61.06,8.45,31.56
3821,3,5.962320109,30.92,9.11,43.74
3822,2,4.795565868,29.89,10.11,52.84
3823,2,4.988851341,15.45,9.74,44.47
3824,2,5.689322004,16.53,8.91,48.11
3825,2,4.968826019,15.13,8.59,56.61
3826,3,4.317436946,17.14,7.13,50.98
3828,2,4.967577384,27.14,9.4,57.62
3829,3,4.733478473,15.82,8.94,53.38
3831,2,3.680311431,40.74,9.97,41.51
3832,4,4.287994032,49.63,9.98,42.72
3833,2,4.400437629,29.86,9.41,44.25
3834,3,3.711611926,22.4,9.5,35.11
3835,5,4.111733595,27.48,9.35,65.21
3836,5,4.180710443,42.57,8.88,53.91
3841,2,4.210275527,19.83,7.76,35.69
3842,2,4.501514718,25.54,7.4,34.81
3843,2,5.231770195,40.2,9.33,36.74
3844,2,4.414852402,30.12,8.85,39.98
3845,3,4.091170086,51.16,8.06,40.09
3846,4,5.215388214,18.13,8.31,39.65
3847,4,3.695352279,61.46,8.27,32.47
3848,3,4.595027413,23.93,9.99,41.86
3849,5,3.657053261,45.0,8.34,53.36
3851,3,3.86918968,49.25,8.56,39.12
3852,4,3.264375539,64.6,8.13,36.08
3853,4,4.057051383,43.31,8.65,46.16
3861,3,4.258512277,22.79,8.26,59.69
3862,3,3.763299544,42.57,9.21,50.29
3863,3,4.175746102,15.82,9.16,51.75
3864,5,3.935931474,21.23,8.94,65.49
3871,3,4.297006139,31.22,9.72,51.92
3881,4,3.415068086,60.87,8.24,31.86
3882,4,3.945214988,41.67,8.67,52.33
3886,5,3.340687979,62.68,7.93,32.33
3888,5,3.284052211,58.68,8.1,40.89
3891,3,3.717095943,25.17,7.88,45.51
3892,3,3.514438035,29.55,9.09,44.63
3893,3,3.922353666,20.64,9.35,49.87
3894,4,3.735991123,22.92,9.88,53.19
3895,4,4.175620616,3.71,4.62,72.54
3896,5,3.600648652,47.33,11.51,47.92
3897,5,3.676470599,38.03,10.67,57.37
3898,5,3.769654924,46.85,10.77,48.68
3899,5,5.048218709,28.25,6.83,50.22
3901,1,4.452755361,24.11,7.87,39.89
3902,2,4.704681,26.44,10.17,51.12
3903,2,5.04201545,22.65,7.71,38.54
3904,2,4.027505378,30.12,9.09,41.62
3905,2,5.027439063,25.28,8.0,43.87
3906,3,3.878359507,31.31,8.98,45.83
3907,4,4.671811362,16.15,6.98,47.22
3911,3,3.991006211,52.46,8.58,41.97
3912,3,3.800661978,57.79,8.95,28.31
3921,4,3.685504372,59.34,8.67,43.64
3922,5,3.421158236,53.67,10.61,46.26
3925,4,4.012147683,44.1,7.74,39.36
3927,4,4.132219721,39.81,8.16,44.78
3931,3,4.04184707,50.41,8.5,38.39
3941,4,3.587916793,62.31,7.96,29.76
3945,5,3.620024566,19.64,8.4,55.24
3947,5,3.404547061,37.55,12.79,51.75
3951,5,3.988782119,60.26,8.25,33.11
3953,5,4.120963621,58.02,8.03,38.96
3956,4,3.602436003,58.52,8.61,36.07
3958,4,3.478096195,53.64,10.23,44.79
3959,5,4.048963175,54.12,8.44,41.02
3961,3,3.727612228,26.73,9.07,54.19
3962,3,3.711916165,23.16,9.94,53.07
3971,3,4.198913918,64.13,7.51,28.67
3972,3,3.667337717,41.52,10.82,48.64
3981,4,4.68640521,39.16,10.18,48.41
3984,4,4.032178148,23.39,9.7,54.37
3985,5,3.614830949,34.12,8.62,52.65
3989,5,3.703384897,20.93,9.98,72.64
3991,2,4.786703337,16.59,8.79,51.94
3992,2,5.526581945,26.28,9.03,54.71
3993,2,4.218009605,21.93,9.28,48.67
3994,2,4.270692481,19.03,9.58,55.87
3995,2,4.477555057,14.7,7.13,32.47
3997,5,3.475028565,25.24,6.77,58.76
3998,5,3.6542141,25.64,7.68,65.6
3999,5,3.887918262,26.77,9.33,70.53
4001,2,4.353278344,21.79,8.71,42.83
4002,2,4.52145767,28.58,10.68,45.9
4003,3,4.831123456,22.46,9.5,51.46
4004,5,5.670493448,16.93,8.67,52.69
4005,2,5.261788368,21.99,8.32,54.07
4006,3,4.444519305,25.12,8.89,54.8
4007,3,3.825617822,12.81,9.35,52.87
4011,5,3.713341671,36.29,8.72,60.39
4012,5,4.068987299,26.27,9.11,58.49
4013,5,4.857856523,27.37,8.82,58.98
4014,5,4.381955708,20.91,7.36,62.96
4016,5,4.255549256,26.12,9.47,61.2
4017,4,6.139760522,25.52,9.69,60.64
4021,5,3.599884525,24.11,8.56,61.32
4023,5,3.593423424,32.28,8.86,61.88
4024,5,3.492610771,23.12,7.28,61.89
4031,5,3.610613483,22.92,7.32,62.54
4032,5,3.705380041,27.3,7.8,61.74
4033,5,3.966126155,21.03,8.38,57.91
4041,4,4.328114716,19.07,7.82,56.35
4043,4,4.126306297,19.64,7.83,50.76
4051,5,4.388634062,19.76,8.18,60.27
4053,5,4.216714627,20.84,7.64,64.7
4054,5,4.860928477,21.98,8.18,61.11
4061,5,3.524654702,26.94,7.58,59.57
4062,5,3.545629481,29.97,8.56,54.75
4063,5,3.478988289,28.7,10.62,67.64
4064,5,3.45895093,28.59,9.39,61.21
4101,2,3.625648569,27.11,10.34,55.66
4102,2,4.001524745,21.33,8.66,51.51
4103,2,4.258817472,22.03,9.98,58.35
4104,4,5.086527516,25.9,6.55,45.77
4105,3,4.020789132,16.8,8.86,54.13
4106,4,3.74286776,23.09,8.64,60.7
4107,5,4.321134652,29.32,13.33,63.25
4111,5,3.681710147,22.57,9.16,68.27
4112,5,3.781489755,25.27,9.93,61.83
4115,5,3.708625097,23.88,8.32,63.85
4116,5,3.559375548,31.42,7.81,58.67
4117,5,3.624224014,22.56,9.05,60.55
4119,5,3.709151156,25.41,7.63,67.1
4121,5,4.041461683,24.69,9.99,68.58
4122,5,4.574723001,27.8,10.2,62.36
4124,5,4.424860171,29.13,10.04,65.36
4125,4,4.673097502,19.4,5.07,43.59
4126,5,3.663087233,24.9,8.55,63.08
4128,5,4.198241127,27.0,9.29,62.81
4131,3,5.662109428,35.85,10.46,55.7
4132,3,5.069949961,22.34,9.64,47.64
4133,4,4.359998651,31.64,9.91,56.4
4141,2,4.421605736,20.46,9.37,47.67
4142,3,4.35271163,22.3,7.42,49.77
4143,3,3.826139003,24.54,8.85,57.93
4145,5,3.897145142,29.7,9.34,61.85
4147,4,4.118100027,26.98,9.74,52.88
4151,5,3.788649053,30.58,9.55,62.46
4152,5,3.715746163,33.26,9.92,55.21
4153,5,4.018986797,37.87,9.45,54.06
4155,5,4.148402343,33.97,8.6,61.84
4156,5,4.039298793,27.51,8.61,59.93
4157,5,4.800756313,25.94,8.21,62.9
4158,5,4.287000385,24.82,6.74,58.94
4161,5,3.820197478,39.39,11.14,48.18
4163,5,3.765050541,23.96,10.95,65.81
4171,5,4.16645527,31.15,9.17,56.57
4174,5,4.101472856,20.89,7.68,65.01
4175,5,3.812196285,28.24,10.63,52.33
4176,5,4.061037597,23.69,7.92,61.29
4181,5,5.237414138,26.42,9.21,57.73
4182,5,4.050608659,32.99,7.94,57.63
4184,5,3.60679441,28.13,8.71,58.63
4185,5,3.700895124,22.15,8.59,58.25
4191,4,4.571675181,22.62,8.77,53.22
4194,4,5.123401421,17.74,7.93,56.66
4196,5,3.7089275,25.31,10.61,63.93
4197,5,3.699740851,25.01,8.21,63.07
4201,2,4.747841847,25.98,10.08,45.2
4202,4,6.405835094,31.13,11.64,46.58
4203,2,6.725491248,20.92,9.12,45.54
4204,2,6.162394925,28.57,9.13,46.61
4205,2,5.75150425,24.79,9.37,52.38
4206,2,6.459110937,23.18,7.87,41.6
4207,2,5.453942722,21.28,9.56,47.89
4208,4,4.785877998,23.01,6.84,47.84
4209,5,4.766602682,23.93,10.61,56.12
4211,5,4.219894874,30.07,12.49,52.62
4212,5,4.830495142,30.45,10.36,71.45
4213,4,3.968409008,26.28,12.04,54.68
4214,5,4.556541963,35.34,10.18,55.99
4221,5,5.141483069,22.68,8.0,60.37
4223,5,3.837923319,22.31,8.68,59.75
4225,5,3.864979586,24.9,7.62,64.64
4231,5,4.339395187,24.59,9.58,61.44
4233,5,3.633670432,22.94,9.44,60.47
4235,5,3.549469396,20.48,7.81,73.57
4241,5,4.51498615,25.75,9.39,55.09
4243,5,3.748611864,27.34,8.04,58.62
4245,5,3.542754782,21.17,7.28,65.05
4247,5,3.583738955,29.51,9.68,60.85
4251,4,3.516295634,28.68,11.81,59.64
4254,4,4.582865631,25.69,11.37,57.96
4255,5,4.442545577,21.52,9.64,57.18
4261,4,3.685278078,21.71,8.55,62.42
4264,5,3.663586875,19.73,8.64,56.71
4265,5,3.729000975,28.48,9.61,57.1
4266,5,3.603977009,22.17,8.01,69.54
4267,5,3.762773501,27.25,8.22,64.95
4268,5,3.719180939,25.47,9.2,62.95
4269,5,3.339829974,36.14,10.78,60.48
4271,5,3.642866501,26.84,9.6,63.62
4273,5,4.091527329,32.28,11.76,56.98
4281,5,3.861546251,24.96,9.43,60.47
4283,5,4.005040439,31.42,7.93,54.81
4284,5,3.608171839,27.8,9.62,59.68
4285,4,3.825049382,25.44,9.6,63.61
4286,5,3.777305096,25.74,9.65,62.29
4287,5,3.808991496,20.25,8.05,62.58
4288,5,3.647766712,27.42,12.07,65.29
4301,3,3.687898596,21.39,9.03,57.35
4302,4,3.73729108,9.86,9.63,55.66
4303,5,3.393912304,12.95,9.07,53.24
4305,5,3.200479039,44.09,10.52,52.76
4306,5,3.440654967,19.9,9.31,58.93
4307,5,3.408893147,25.12,8.36,56.85
4308,5,3.281256658,23.42,9.08,58.13
4311,4,3.526645052,27.68,12.24,59.86
4315,5,3.232558241,27.41,10.59,59.36
4316,5,3.167895939,22.22,14.4,67.85
4317,5,3.35411382,44.46,9.6,45.7
4318,5,3.206841516,21.41,12.97,59.77
4321,5,3.367728569,19.61,9.77,65.95
4322,5,3.277420911,21.08,13.12,58.48
4323,5,3.404993931,26.34,11.66,64.95
4325,5,3.207842232,34.07,12.79,56.6
4326,5,3.393544255,21.93,13.43,66.55
4327,5,3.7430474,45.49,12.87,59.51
4328,5,3.309083493,36.03,12.09,63.25
4331,1,4.089930894,30.75,8.99,29.9
4332,2,3.942421813,22.71,9.12,54.89
4333,3,3.555470785,22.67,10.4,54.64
4334,3,3.455459479,23.21,11.11,45.93
4335,2,3.68751718,30.33,9.63,43.4
4336,2,4.297063925,23.26,8.69,43.75
4337,2,4.627583745,20.8,8.34,51.75
4338,5,5.163705545,19.07,8.17,46.81
4339,5,4.569074103,26.01,9.11,62.42
4341,4,3.850956114,34.49,8.98,54.59
4351,5,3.268650335,40.64,10.14,47.5
4352,5,3.258700903,26.86,10.4,56.31
4353,5,3.503781509,22.83,10.01,58.01
4354,5,3.202848354,24.52,16.22,61.1
4356,5,3.155290435,41.77,12.49,49.73
4357,5,3.162464114,37.25,12.31,50.87
4361,5,3.319138531,27.44,14.77,55.28
4363,5,3.289408447,24.24,10.11,58.58
4364,5,3.328275021,23.41,9.68,58.22
4365,5,3.274798676,21.92,9.87,57.49
4371,5,3.33885691,26.08,13.24,56.87
4373,5,3.253226096,34.42,14.7,56.0
4374,5,3.334574569,21.61,14.17,57.76
4381,2,4.108058984,13.26,7.02,34.34
4382,1,4.799627708,22.82,9.86,47.95
4383,2,4.350201435,24.7,8.99,52.71
4384,3,3.310330337,28.13,11.31,51.23
4385,2,4.116558471,18.56,9.36,47.52
4386,3,3.67561997,19.4,10.25,50.54
4387,3,4.054694979,18.55,10.1,53.36
4388,2,4.512658573,24.15,8.76,45.09
4389,5,4.797819732,32.48,9.77,61.53
4401,4,3.617197884,21.18,8.52,59.88
4411,5,3.790759342,32.8,11.38,67.28
4413,5,3.959663462,14.64,7.72,58.23
4414,5,3.801717281,16.77,9.06,73.51
4415,5,3.880512402,12.29,6.62,63.8
4416,5,4.158875128,26.83,7.86,58.25
4417,5,3.84630776,23.86,8.75,60.44
4421,4,3.821944186,20.0,8.35,55.77
4423,5,4.222692106,19.96,8.03,64.01
4424,5,3.499346613,20.65,9.12,52.5
4431,5,3.694368796,23.46,7.36,55.65
4433,5,3.174480587,14.96,9.71,64.48
4434,5,3.386597839,22.42,7.87,65.0
4435,5,3.194354691,20.81,8.63,67.24
4436,5,3.265149199,24.78,9.04,67.82
4437,5,3.382422163,23.12,8.08,75.42
4438,5,3.62829186,22.54,9.11,65.35
4441,5,3.512848592,23.17,9.54,65.48
4443,5,3.481509212,22.79,8.99,63.94
4444,5,3.71645469,19.71,9.32,66.1
4451,4,3.61150639,23.47,8.74,59.47
4453,5,4.160153026,24.03,8.19,64.98
4454,5,4.221349204,30.35,12.03,65.54
4455,5,5.533802371,27.84,8.75,63.52
4456,5,4.238287862,24.32,8.04,61.29
4458,5,4.041080757,33.87,9.59,56.94
4461,2,4.225082956,24.38,8.55,34.63
4462,2,4.575940913,26.68,8.03,49.18
4463,3,3.9174624,28.1,9.2,43.34
4464,4,3.497501584,24.37,9.52,40.81
4465,5,3.284493347,18.9,9.34,61.95
4471,5,3.275528563,33.39,10.05,57.25
4472,5,3.939945399,24.93,10.23,55.39
4474,5,3.168804605,19.6,8.7,57.1
4475,5,3.421485904,29.03,10.45,54.37
4481,3,3.519788214,24.54,8.65,55.8
4482,5,4.357994112,32.11,8.93,63.1
4484,5,3.43571018,30.93,8.51,54.83
4485,5,3.59076415,25.39,8.72,56.63
4486,5,3.398032739,23.13,9.13,60.48
4491,5,3.290831726,29.14,9.16,60.65
4493,5,2.019630534,39.49,13.6,54.73
4494,5,3.230999651,26.98,7.94,52.96
4501,4,3.199932496,23.43,8.82,61.84
4503,5,3.10402284,25.14,10.66,63.69
4504,5,3.095147617,19.57,11.18,65.59
4505,5,3.074110315,23.82,7.4,63.22
4506,5,3.107128758,24.76,11.84,63.34
4507,5,3.249658265,25.17,7.62,60.92
4508,5,3.12985606,28.73,8.38,64.4
4511,4,3.230388924,21.91,8.98,63.2
4513,5,3.204038139,29.27,8.07,64.41
4515,5,3.202494396,29.49,9.72,62.26
4521,5,3.313688349,28.41,15.91,64.04
4522,5,3.209371574,28.21,8.06,65.27
4524,5,3.048865016,28.85,7.67,60.11
4525,5,2.980854252,21.0,11.7,64.04
4527,5,3.150070415,27.78,10.16,61.08
4528,5,3.107084711,36.6,9.23,60.82
4529,5,3.063324573,25.31,7.48,65.62
4531,3,4.419089496,22.93,6.97,42.79
4532,2,3.892978828,26.8,8.35,45.48
4533,4,3.39158986,20.03,8.04,53.56
4535,3,4.044974052,27.09,9.55,42.26
4536,3,4.433773065,24.6,6.99,39.04
4537,2,4.306587898,23.62,8.14,41.07
4538,4,4.776677123,25.45,9.74,56.86
4539,5,3.840115229,28.24,16.03,59.67
4541,5,4.15029879,28.88,8.83,59.35
4542,5,4.362867424,34.63,9.88,60.1
4543,5,3.335739307,30.38,8.74,61.62
4551,4,4.139612931,33.68,9.27,51.82
4553,5,3.231110798,46.32,8.49,57.65
4554,5,3.889880356,31.6,11.29,64.11
4561,4,3.456263769,39.66,8.76,50.76
4562,5,3.739614544,19.59,9.65,52.14
4564,4,3.530253075,27.6,8.71,55.38
4565,5,3.431365268,54.44,8.26,45.26
4566,5,3.254323447,36.93,8.47,56.47
4567,5,3.218951324,50.5,7.39,46.86
4568,5,2.814672945,33.77,8.68,85.35
4569,5,3.091164947,30.1,6.83,59.78
4571,4,3.459493531,39.47,9.85,56.1
4574,5,3.303768123,43.35,8.22,56.27
4575,5,3.151523986,41.18,8.9,58.01
4576,5,3.288960443,45.75,8.8,51.55
4581,5,3.367898896,27.82,10.31,59.77
4583,5,3.460944844,24.43,8.14,67.05
4584,5,3.243598855,30.1,7.92,64.19
4585,5,3.210167352,26.78,7.93,60.94
4586,5,3.203151113,26.97,8.6,59.0
4587,5,3.253366057,20.19,6.55,62.21
4588,5,3.203214266,25.36,9.27,69.0
4589,5,3.195050942,23.63,9.12,66.36
4611,1,4.540028958,30.37,6.95,30.06
4612,3,4.400920161,27.15,12.61,62.15
4613,2,4.749372958,25.37,9.34,42.81
4614,2,4.125298595,43.72,8.66,49.58
4615,1,4.17920391,25.54,8.27,42.9
4616,2,4.194871988,13.26,10.11,66.07
4617,3,3.420607018,21.5,10.4,55.25
4621,1,4.525869715,21.57,7.01,28.6
4622,2,5.156464767,54.87,8.03,47.61
4623,2,4.376930601,58.37,8.3,32.42
4624,2,3.667467212,66.04,6.83,30.21
4625,3,4.497701806,53.26,7.92,37.94
4631,4,3.928849504,55.86,8.22,46.37
4634,5,4.047854077,26.96,10.44,73.65
4635,5,3.389962031,61.68,8.16,33.4
4641,4,3.644393186,62.46,7.61,39.26
4645,4,3.359254196,67.47,7.13,28.77
4651,4,3.811776988,37.56,8.99,55.0
4652,3,3.793875795,9.16,6.99,54.84
4655,5,3.516210127,34.36,13.18,61.43
4661,4,4.162985489,45.68,8.25,45.66
4664,5,3.705915976,35.67,8.2,57.47
4671,4,3.580710213,27.68,10.76,65.73
4675,5,3.265367325,30.11,11.56,65.84
4681,5,3.460830362,28.68,7.86,62.19
4691,4,3.576702499,24.0,10.02,56.78
4693,5,3.435136005,22.05,8.04,65.02
4694,5,3.269971607,24.88,8.95,62.54
4695,5,3.286286478,27.73,9.5,59.68
4696,5,3.22319552,20.9,8.9,59.37
4697,4,3.291765207,22.74,7.88,56.56
4698,5,3.471261393,25.93,8.99,64.5
4701,1,4.86086249,29.04,7.53,28.34
4702,2,4.861346438,27.62,7.71,31.52
4703,2,4.638734394,33.14,8.06,50.4
4704,5,6.181658929,21.18,7.56,44.13
4705,4,5.081589923,29.51,7.99,41.2
4706,3,4.299498479,30.5,8.92,37.96
4707,2,4.023641737,40.44,8.4,38.76
4708,3,4.288725237,24.35,9.45,45.09
4709,5,3.636677458,47.06,8.8,41.85
4711,3,4.163917119,23.46,7.93,40.44
4714,4,3.514341184,36.0,9.38,49.75
4715,5,3.763023661,57.09,7.48,34.47
4721,5,3.289762772,58.27,7.36,32.83
4722,5,3.414191228,43.12,7.57,45.94
4724,4,3.951962413,25.48,9.25,51.42
4725,5,3.561165813,60.64,7.35,40.75
4726,5,3.986306411,39.05,8.12,51.81
4727,5,3.411275787,42.97,9.4,53.99
4731,3,3.965778016,25.94,8.83,48.46
4735,5,4.322645922,36.61,8.4,45.18
4741,4,3.657965848,34.73,9.01,50.4
4744,5,4.36346392,56.21,8.27,36.27
4751,4,4.166940192,31.26,8.33,53.22
4754,5,3.693015608,30.42,8.71,53.43
4756,5,3.386327962,23.51,8.98,59.48
4758,5,4.368907662,31.72,8.96,54.16
4759,5,4.215134331,22.08,8.29,53.41
4761,3,4.35195822,30.84,8.64,46.19
4762,4,4.358539604,20.02,7.93,48.89
4765,5,4.765488397,16.41,7.9,54.45
4766,5,4.225775815,23.43,5.42,47.84
4771,5,3.98092625,30.06,8.09,48.95
4772,5,4.510209225,35.52,9.23,50.69
4781,5,5.697161627,31.76,11.06,60.84
4782,5,4.412692855,40.51,9.5,46.79
4791,4,3.799200084,40.8,9.2,45.82
4793,4,3.761626024,26.07,7.55,51.31
4794,5,3.992435994,30.07,9.79,56.48
4796,5,3.472646737,35.03,8.84,51.81
4797,5,3.586808385,37.94,9.15,52.32
4811,1,4.757982221,28.23,6.91,27.42
4812,1,4.495639769,25.01,7.53,33.32
4813,2,4.448736125,28.64,8.43,32.2
4814,1,4.951731043,21.21,8.51,37.87
4815,2,5.539911288,22.08,9.26,38.67
4816,1,5.311179678,24.76,9.72,36.3
4817,2,4.934566705,27.22,8.64,39.67
4818,1,4.473302094,25.93,9.03,31.51
4819,1,4.376541307,25.65,8.86,36.67
4822,3,4.34554518,39.28,8.59,35.5
4823,3,4.161339997,33.9,10.01,49.71
4824,3,4.536545923,31.02,9.72,36.87
4825,4,4.532989392,48.12,8.17,42.26
4826,2,4.288021282,29.06,7.61,37.46
4827,2,4.390997067,25.12,6.69,41.78
4834,2,4.138718029,34.09,8.81,40.96
4835,1,4.18370645,28.79,9.16,25.66
4836,5,4.351648882,56.92,7.92,38.2
4837,2,4.174577971,39.18,9.15,44.95
4838,5,4.177073776,45.79,7.53,50.29
4839,5,4.580804413,56.41,7.69,38.96
4841,3,4.127653424,33.26,9.68,51.27
4844,4,4.590797904,33.18,8.91,50.6
4845,5,4.366418008,25.54,9.03,51.89
4847,4,3.961201558,42.62,8.61,46.49
4849,5,4.298968868,56.05,8.82,32.9
4851,4,4.426696612,41.97,9.01,38.04
4854,4,4.443780931,39.96,8.74,45.63
4855,5,3.756337237,49.22,7.86,39.95
4856,5,3.474489515,52.64,8.26,41.99
4858,5,3.8470892,62.27,7.06,32.74
4859,5,4.324560842,53.84,7.33,39.56
4861,5,3.427373738,48.75,8.28,40.0
4871,2,3.808251959,25.85,8.35,43.4
4872,2,4.542766606,27.02,8.35,42.19
4873,2,3.869208697,40.24,8.75,48.07
4874,3,3.528260717,31.44,11.09,58.61
4875,2,4.198647265,27.34,9.21,29.38
4876,2,3.714849193,40.69,8.79,43.41
4877,5,4.869471384,28.61,9.4,36.04
4878,5,4.667744744,16.22,6.55,45.09
4879,4,5.149683618,25.37,8.77,43.84
4881,4,3.559197301,42.27,8.96,42.35
4882,5,3.548867984,53.35,7.56,40.51
4884,5,3.480548922,37.74,8.38,47.04
4885,5,3.356390101,50.07,9.0,45.92
4891,4,3.712781101,49.25,7.8,46.24
4901,2,5.165111766,28.16,7.91,35.87
4902,2,5.376104748,32.33,7.59,37.48
4903,5,5.130682253,55.46,9.05,35.16
4904,3,4.452237362,55.01,8.3,29.46
4905,2,5.809694535,34.73,7.66,45.35
4906,4,5.888029744,25.96,6.99,44.01
4907,2,5.176112594,26.84,8.33,30.94
4908,3,5.1759838,31.38,7.95,40.44
4909,5,4.233127246,36.0,7.79,49.98
4911,5,4.390925666,50.5,8.64,45.18
4921,3,4.3546628,26.18,8.27,42.31
4924,5,3.251542837,31.6,14.1,59.38
4926,5,3.860541475,26.76,9.45,56.38
4927,5,3.60498181,28.15,9.59,55.62
4931,3,4.337085037,30.38,8.78,53.74
4941,3,5.728934475,29.47,8.83,44.51
4942,3,4.941583257,21.14,10.79,48.89
4944,5,4.436840169,28.15,8.34,53.83
5011,1,4.360142473,41.06,8.07,41.11
5012,2,4.595728137,41.78,7.36,42.92
5013,1,6.458482579,28.62,6.23,36.7
5014,1,4.967363861,18.01,6.41,19.81
5015,4,6.580713275,36.6,7.87,36.21
5017,1,4.990760148,25.18,7.97,24.43
5018,2,4.953693664,47.94,8.04,40.57
5021,1,4.622647503,30.91,6.05,22.48
5022,2,5.300438183,41.82,7.1,34.51
5025,1,4.759398321,33.81,6.56,24.04
5026,3,5.69630936,36.28,6.65,40.41
5032,3,4.443806202,52.5,7.82,39.92
5035,3,4.436654096,19.12,7.04,41.0
5036,3,4.536682041,58.42,7.25,34.19
5037,1,4.748943164,44.71,7.13,27.14
5038,1,5.03967763,26.88,6.95,25.12
5041,1,4.885727711,24.15,7.36,21.95
5042,1,5.032077466,41.76,6.51,28.4
5043,2,4.686374263,30.59,7.3,25.91
5044,2,4.732689662,56.04,7.07,30.3
5045,2,4.431458236,28.05,8.6,41.53
5046,1,4.935227785,27.04,6.62,25.79
5047,4,5.600076019,43.46,7.81,43.04
5048,4,5.499104877,49.76,8.93,45.08
5049,2,5.073980746,51.63,8.52,35.24
5051,3,3.622952561,55.03,7.16,35.34
5052,3,4.304843198,39.28,6.94,31.75
5053,4,4.727487423,46.44,7.57,37.0
5056,4,4.926972725,36.32,8.55,43.16
5057,3,4.355198675,31.59,5.39,32.73
5059,5,4.452827896,52.62,7.58,42.78
5061,3,4.478530126,27.41,7.47,33.34
5062,4,3.436802338,53.76,9.26,32.8
5063,3,4.781240767,29.82,7.12,42.84
5066,4,4.046855475,50.94,7.82,39.71
5071,4,3.624976067,49.37,10.11,38.38
5074,5,3.791122513,47.42,9.26,42.61
5076,5,3.734215912,34.84,8.18,46.45
5081,4,3.637434953,58.91,7.25,30.26
5084,5,3.449987242,35.2,7.89,52.45
5085,5,3.464771198,67.52,6.08,26.67
5087,5,3.429190312,50.09,7.87,40.09
5089,5,3.439761408,35.9,7.94,56.23
5091,5,3.408384197,54.85,8.03,35.4
5094,5,3.578736158,58.85,6.97,32.48
5095,5,3.371023954,58.86,7.11,31.4
5096,5,3.569982314,43.19,8.85,44.88
5101,3,4.175337922,40.79,8.62,36.36
5102,3,3.895028257,23.78,7.59,42.03
5103,3,3.960262454,18.94,8.26,35.83
5104,2,4.195092676,35.77,8.11,34.09
5105,5,4.381397854,42.76,7.21,48.07
5106,5,3.696599898,27.76,8.67,50.0
5107,5,4.583375489,44.57,7.08,38.06
5109,5,3.507770791,33.5,9.11,47.59
5111,5,3.198915259,51.62,7.64,42.1
5113,5,3.266526315,52.53,7.58,38.32
5114,5,3.181140584,51.32,7.66,45.87
5121,3,4.160259966,48.06,8.5,44.73
5122,3,4.151626768,19.3,7.8,30.97
5124,5,4.129527382,45.45,8.84,48.04
5125,5,4.398425996,39.94,9.51,51.91
5126,4,3.827107409,57.38,7.39,31.07
5131,5,3.396660428,56.02,8.53,32.98
5133,5,3.607955928,54.17,7.89,37.21
5141,2,5.179180785,25.04,7.67,34.11
5142,2,4.717195387,24.57,6.92,30.37
5143,2,3.84375523,42.38,7.66,39.54
5144,2,4.645496003,25.91,7.6,32.67
5145,5,4.988522196,20.07,6.51,57.92
5146,3,4.421084154,13.36,7.58,55.36
5151,2,3.513497587,54.62,8.06,30.18
5152,2,3.893384998,27.81,8.37,32.08
5154,5,4.184064874,31.72,8.63,58.66
5156,5,3.828340644,40.12,9.71,52.66
5157,5,3.555143819,36.06,8.64,59.25
5158,5,4.037350667,32.74,8.06,57.81
5161,4,4.133888287,28.35,9.52,54.99
5165,5,3.845158054,29.03,8.5,54.93
5171,3,3.760317003,52.68,7.33,34.24
5172,3,3.823465305,20.4,7.46,34.78
5175,4,3.948465095,61.52,7.38,30.85
5176,5,3.825764217,54.06,8.55,41.95
5211,1,5.249534895,28.18,6.83,39.82
5212,1,5.376012296,25.33,7.85,35.89
5213,1,4.757832882,24.52,7.1,40.47
5215,1,5.285039383,29.79,7.34,43.32
5216,2,4.980869682,26.71,8.81,60.12
5221,5,4.304604448,32.48,11.51,60.8
5222,3,6.764481075,19.92,6.79,32.72
5223,2,4.90874756,31.35,18.23,49.12
5224,2,5.109961098,28.98,8.22,36.55
5231,2,5.529766329,28.55,10.16,52.47
5232,3,5.457684298,28.48,9.52,44.31
5233,2,5.005184353,25.9,9.47,50.54
5234,3,5.723371333,25.05,6.09,51.44
5235,2,4.845329152,24.76,9.92,52.15
5236,4,4.081646464,22.48,8.94,60.88
5237,3,4.853731538,23.88,9.93,45.77
5241,2,4.882022025,24.18,10.02,56.12
5242,3,4.759974807,32.5,10.57,53.45
5243,2,4.022743326,29.48,10.2,56.99
5244,4,4.340601999,50.43,9.58,42.27
5245,4,4.529202718,20.29,7.95,62.55
5246,3,4.942874391,26.35,8.38,43.98
5247,3,3.698387565,20.89,8.95,60.31
5248,5,4.388124339,50.14,8.44,47.69
5249,5,3.620853799,29.23,7.13,62.89
5251,3,4.046057028,35.78,8.78,57.57
5252,3,3.932588527,22.36,10.58,50.57
5253,4,4.512719584,39.72,7.71,41.75
5254,5,3.627600919,30.53,9.91,63.39
